title,author,pubdate,play_volume,barrage,classification,likes,coins,collect,share,url
首秀即惊艳的华为 MateView，突破传统显示器的使用体验,科技小辛,2021-05-19 18:40:55,6.5,926弹幕,电脑&数码&影音智能&智能生活大作战&华为&显示器,2006,370,261,344,https://b23.tv/BV1z64y1d7ka
华为今年的新品有点儿意思！华为MateView & 华为MateBook 16开箱体验评测,HusseinsDrama,2021-05-19 19:04:43,6.8,362弹幕,电脑&开箱&数码&电脑装机&笔记本电脑&华为&MateView&MateBook 16&华为2021新品&数码产品&显示器&电脑外设,1732,254,218,87,https://b23.tv/BV19A411G7xt
【爱范儿首发】新 iPad Pro 体验：电脑芯，新电脑？,爱范儿,2021-05-19 21:08:38,5.1,283弹幕,IPAD&数码&手机平板&苹果&平板电脑&平板&体验&首发&IPADPRO,2498,1525,540,109,https://b23.tv/BV1Av411L7X8
【首发】警惕！iPad Pro有了这些变化 说明它变芯了｜ 凰家评测,凰家评测,2021-05-19 21:00:08,6.2,345弹幕,数码&手机平板&平板&IOS&苹果&体验&2021苹果新品&M1&生产力&产品&iPad&iPad Pro,1900,604,341,121,https://b23.tv/BV1y64y1d7EC
OPPO智能电视K9测评：扮猪吃老虎，年度真香机！,知电晓春哥,2021-05-19 16:00:00,6.5,218弹幕,数码&影音智能&Redmi电视&OPPO智能电视&索尼电视&小米电视&华为电视&OPPO电视&OPPO K9&OPPO智能电视K9,1358,343,286,205,https://b23.tv/BV1WV411j7EH
【热男】小鸟AIR+第2代无线耳机：AirPods之外的好选择,HotGuys,2021-05-22 11:45:05,3.8,877弹幕,数码&影音智能&智能生活大作战&真无线降噪耳机&AirPods Pro&小鸟AIR+&无线耳机&降噪耳机&AirPods&小鸟音响&小鸟耳机,4242,2096,565,116,https://b23.tv/BV1dh411v7oj
垃圾佬の性价比~百元以下塔式风冷横评!【 第一期-配件/做工/安装】,老弟一号,2021-05-22 12:15:16,2.4,625弹幕,装机&DIY&科普&数码&电脑装机&数码玩家训练营5.0&测评&科技&硬件&风扇&散热器,4366,2354,770,48,https://b23.tv/BV1t5411u7NJ
（5月份电脑配置推荐）小白必看！21分钟选对配置 2000-5w 共二十二套配置清单,搞机所,2021-05-20 20:39:11,4.7,166弹幕,装机&电脑&DIY&科普&数码&电脑装机&AMD&电脑组装&硬件&配置&电脑配置&组装,1567,600,989,142,https://b23.tv/BV1y5411u7mv
如何确认自己不是色盲？色盲看到的世界什么样？有办法解决吗？,Topbook,2021-05-19 18:08:53,4.1,429弹幕,冷知识&黑科技&手机&数码&手机平板&趣闻&科技&趣味科普人文&无障碍宣传日&色盲&oppo&数字生活,2877,708,599,178,https://b23.tv/BV1iV411j7gr
USB接口科普:看了就懂Type-A、Type-B、Type-C、雷电3、雷电4、USB2.0、USB3.0、USB4都是什么,假如科技,2021-05-19 18:26:29,2.5,249弹幕,笔记本&数码&电脑装机&硬件&外设,2157,778,1566,83,https://b23.tv/BV1qV411j7Jv
隆重介绍：全新脚架系统【影视飓风 X UNOKI】,MediaStore,2021-05-21 18:34:34,5.7,155弹幕,摄影&数码&摄影摄像&索尼&佳能&OREO SYSTEM&器材&摄像&三脚架&摄影配件&影视飓风,1683,163,313,117,https://b23.tv/BV1gV411j7i6
【空间改造】给 十 万 粉 小 银 牌 造 一 面 墙,有梦想的阿肯老师,2021-05-19 07:30:06,4.1,776弹幕,数码&摄影摄像&vlog挑战季&改造&BILIBILI&小电视,5416,5336,1728,116,https://b23.tv/BV1q54y1L7DF
手机散热器能结冰！这可不是什么好事,猫萌-王者知识分享,2021-05-17 19:45:02,8.2,34弹幕,数码&手机平板&电子竞技&散热器,2975,23,249,32,https://b23.tv/BV1q64y1d7Hh
华为造的显示器有什么不同？——HUAWEI MateView显示器抢先上手体验,90后科技说,2021-05-19 17:00:07,4.9,506弹幕,电脑&数码&电脑装机&WINDOWS&测评&原创&华为&科技&体验&硬件&外设,2184,167,239,142,https://b23.tv/BV13v411L7Gq
小米空气净化器机箱第二弹！水冷+MATX+无线充电+屏幕监控+米家兼容=超强升级版？,Eixa工作室,2021-05-20 11:00:06,2.9,209弹幕,装机&黑科技&DIY&数码&电脑装机&智能生活大作战&科技&教程&MATX&小米空气净化器,2373,1580,844,439,https://b23.tv/BV1vb4y1o7hb
【查理学长】从零开始学摄影 25节摄影课带你从小白到大师 摄影UP主必备！,查理学长_,2021-05-12 21:01:24,7.1,95弹幕,摄影教程&摄影&技术宅&数码&摄影摄像&手机摄影&摄影师&学习&摄影技巧&摄影入门&拍照技巧&摄影教学,5167,4160,2.2万,313,https://b23.tv/BV1F54y1L7dt
【大锤体验】M1 iPad Pro 真机体验！mini-LED 有多强？,李大锤同学,2021-05-19 21:00:08,5.1,182弹幕,IPAD&数码&手机平板&平板电脑&平板&APPLE&测评&苹果&体验&IPADPRO&iPad Pro,1432,623,247,73,https://b23.tv/BV1mA411G7G1
好像翻车了？ iPad Pro 12.9 英寸 1T 开箱 以及 分区背光测试,厉害的朋友圈,2021-05-21 12:57:59,5.4,490弹幕,IPAD&数码&手机平板&平板&苹果&IPADPRO&翻车&12.9,1376,225,227,426,https://b23.tv/BV1NU4y1b7CU
